0	0
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
0	11
0	12
0	13
0	14
0	15
0	16
0	17
0	18
0	19
0	20
0	21
0	22
0	23
0	24
0	25
0	26
0	27
0	28
0	29
0.0254	30
0.025838	31
0.026257	32
0.02688	33
0.027394	34
0.027785	35
0.028433	36
0.029696	37
0.031013	38
0.033322	39
0.034523	40
0.034855	41
0.035071	42
0.035297	43
0.035552	44
0.035769	45
0.035936	46
0.036083	47
0.036227	48
0.036379	49
0.036542	50
0.036689	51
0.036811	52
0.036911	53
0.036996	54
0.037073	55
0.037145	56
0.037216	57
0.037287	58
0.037362	59
0.037438	60
0.037522	61
0.037617	62
0.037727	63
0.037859	64
0.038011	65
0.038174	66
0.038334	67
0.038485	68
0.038635	69
0.038799	70
0.038994	71
0.039261	72
0.039648	73
0.040086	74
0.040594	75
0.041054	76
0.041428	77
0.041911	78
0.042621	79
0.043421	80
0.044511	81
0.04583	82
0.047129	83
0.048133	84
0.049553	85
0.051067	86
0.052556	87
0.053919	88
0.055247	89
0.057077	90
0.059841	91
0.063971	92
0.06943	93
0.077571	94
0.083551	95
0.086767	96
0.090955	97
0.098211	98
0.113649	99
